lyric,class
I won't even blame him if one day he runs off with you,1
Congrats 'cause you made it out your mama's house,0
"The K shoot silent, but it still talk (Rrah)",0
'Cause I need you here with me,1
"Ride with the mob, Alhamdulillah",0
"Ayy, yeah, f*** with me and get some money",0
She give me head all the way 'til I'm in coma (d***),0
"Magic is in the air, there ain't no science here",1
"Big dripper, stand up in the ocean",0
"No, there wouldn't be a reason why",1
"Sweet like Pearland, sweet like Peachtree (Like that)",1
We was used to pullin' kick doors (That money go for Myles),0
"I got the drip, it came straight from the faucet",0
You just gotta believe,1
"I'ma slime his a**, bro, on my slatt s*** (Slatt s***)",0
"Man, she so relentless so nothing can stop her (woo)",1
"I been rollin' 'round with the gang, b****",0
I don't wanna keep you waiting,1
"Jacket got wings, True's got propellers",0
"'Cause I got it, ooh, he'll never be like you",1
Might have to blow it like a feather on you,0
Told my brothers take my breath if I turn to a snitch,0
"I wake up, rinse my mouth with f***in' codeine (Codeine)",0
"We back on the road, they jumpin' off, no parachute, yeah",0
We don't know how to come down,1
No one here to hold me now,1
"What you take me for (Take me for), no, I can't save your soul (Oh)",0
"Walk in the bank, I'm laughing, aw",0
I like that you're lonely,1
I am a Lost Boy from Neverland,1
"Big sack, a lotta hoes like Santa",0
Bet you never could imagine,1
"Starting right now, I'll be strong (I'll be strong)",1
"Now different lives I lead, my body lives on lead",1
Our demons are tremblin',0
"It must be nice up above the lights and what a lovely life that I made, yeah (Uh)",0
DAVID GUETTA FEAT. SIA,0
Used to slide out the back without the neighbors knowin',0
"You and me, we just don't get along",1
"Saturday, call the girls, get 'em gassed up",0
I just wanna die,0
Started when we were younger,1
"Mmm, when you're with me, no judgement",1
"I already know he ain't 'bout that s*** (Talk 'bout, yeah)",0
'Cause I'm a 'rilla in the jungle and a shark up in the sea,0
"Like f*** the stove, I make it jump without my hand in it",0
"And her last man was a p****, had a vagina",0
Just put your pinky rings up to the moon,1
Ain't worried 'bout a ring on my finger,0
From nights we don't remember,1
"'Cause yeah, we still young, there's so much we haven't done",0
"I need you, I need you, I need you right now",1
"Phone home, I need to phone home",0
I don't fall in love 'cause I be lovin' hard,0
"Southside, what it does? (God)",0
Always somebody,1
"Black on black new Phantom, in the backseat sippin' red, uh",0
"Outta town, people love to pop a lot of s*** then come around",0
"To the left, to the left now (To the left, to the left)",1
Fallin' in love with me,1
And she gon' f*** up a bag (Yeah),0
"I been turnin' her down, she on go, tryna get up",0
If all it is is eight letters,1
"Count it up, count it up, count it up, count it",0
I wonder if she would've slept with the poor me,0
"Her a** so fat, it's a miracle (Miracle)",0
"Mockin' me, you pay the fee, no return and no receipts",0
"Overdose, I kill 'em slow",0
In my mama green a** van,0
Got a new coupe wrapped around my neck (Mhmmhm),0
"This ain't no kennel, behave",0
"If I wake up, don't make no money, that's a sad day (Why? Woah)",0
"Do you love me, love me, love me?",0
"Treat her like a queen then I give her that peter, jack",1
You gon' f*** around and drown off this wave,0
"Kick in your door, that's SWAT, you t***",0
"There's no way that this is real, man, it can't be",0
"My wife callin', screamin', say we 'bout to lose it all",0
'Cause I found you,1
I hope that you're well,1
But you don't want me to see nobody else (Nobody),1
"I live and I learn, then die tryna teach 'em, Lord",0
"This a Rollie, not a stopwatch, s*** don't ever stop",0
"I ain't finna talk about it, 'nother four centuries",0
"Cardi, from the block",0
"Ooh (Let's go), let's get piped though",1
Guess I forgot to mention,0
"Baby, I like you",1
"But they would say, ""I told ya""",1
"My b**** love do cocaine, ooh (Ooh)",0
"If you can't sweat the weave out, you shouldn't even be out",0
Hit the racetrack just to see who the fastest (Skrrt),0
"I got so high the other night, I swear to God, felt my feet lift the ground",1
Can you take me places I've never been,1
Feel like I'm damaged,0
They keep tryna get me for my soul (For my soul),0
"Hide the racks in the couch, n**** (Couch, n****)",0
"Whoa, I can't believe I wanted you, yeah",0
This s*** bigger than you (hey),0
"I see two twin opps, leave 'em on a banner",0
"I was gonna put you on, I was gonna put you on",0
These n****s bleed different,0
"(Somethin' 'bout, somethin' 'bout, somethin' 'bout) You",1
"Holy Spirit, come down (Ooh)",0
"Roof was on, let me, love me",1
"Win, win, win, no lose or draw, I never give up (Nah)",0
Cause I'm the best baby that they never gotta keep,1
And I know they're gonna hate,0
And I got a new deal (Yuh),0
If I'm gon' kill for you,1
Sending big waves into motion,1
Only prayin' for the Amex and the gold,0
He's everything you're ever gonna need,1
"(Boy, I don't give a)",1
"I copied your cadence, I mirrored your style",0
They're just too high to reach,0
I try to find a new muse,1
Took her out of Follies 'cause her p**** pop,0
"I don't need it, but you know how bad I want it",1
"b****, I ain't goin' for nothin'",0
"f***in' 'round with me, you see",0
"I need you, lately, to warm these lonely nights",1
"I'm lookin' like, ""When?"" She lookin' like, ""Now""",0
"That's why I'm f***in' that n**** that I be callin' my bro (Bro, bro)",0
Mahogany door handle to match the floor panel,0
"I am a mess, I am a mutant (Yeah)",0
"He don't give a f***, he's on Henny and Xanny'd up",0
"When you call me ""mamacita""",1
"But I'm only human, I know loving you's a crime",0
It's my party and I'll cry if I want to,1
"It's a cold world, get a bust down",0
"To love, love, yeah",1
"Yeah, I'm runnin' for my life",1
"Baguettes, no prongs, they stayin' together (Ice)",0
"I know, you know, we know you weren't",1
'Cause now there ain't no letting you go,1
But ima say this once in case you do respond,0
"She told me you'll never be alone, oh, oh, woo",1
"If I'm not your taste, babe, waste",1
So tongue in cheek when we're laying on roses,1
I'd rather be broke in jail than be dead and rich,0
"Stack my knots, count a lot, saw a lot",0
"I need a girl like you, yeah yeah",1
"Baby I'm comin, baby I'm comin",1
Let me tell ya why the opp n****s hate me (Why they hate?),0
"I didn't listen very hard (Very hard, no, no)",1
"Always pushing up the hill, searching for the thrill of it",1
And if you like going places we can't even pronounce,1
Don't make it so cinematic,1
So I let her ride out (Ride),0
"I f*** with the Bloods but I'm Crip, huh (No s***)",0
I look up and the whole room's spinning,1
Singing at the top of both our lungs,1
"Who's taking you home, home, home, home",1
"I'm off her, asked her if her fatty real",1
"Sometimes I scare myself, myself",0
I just been givin' them hell,0
"M&M's, sweet like candy cane (Cane)",0
"Panic! At The Disco, Victorious",1
"Tired of love songs, tired of love",1
"Yeah, I can tell you know I know",1
"Pull up in my hoodie on the scene, so, so scary",0
"What do you mean? Oh, oh",1
Diamonds on fleek,0
Under clouds of marijuana,1
What if I told you that I love you?,1
"My fangs are in your throat, h*",0
"We on Rodeo, lil' bro got his heater",0
"All these Percs won't stay down, I keep on throwing up (Yeah)",0
"Boy, you belong to me (Belong to me)",1
You can never put a price on how much I love her,0
Fresh photos with the bomb lighting (With the bomb lighting),0
And I wear my clothes tight like I'm David Ruffin,0
"You said, ""Hey, whatcha doing for the rest of your life?""",1
"b****, I do pimp s***, huh",0
I just went up in my price (Uh),0
I got one thing right,1
"I'm lovin', I'm livin', I'm pickin' it up",1
A rap n**** better not diss me 'cause I run with hitters,0
My n****s beside me like Tommy and Martin,0
Champagne got me loopy (Baow),0
You say I've done a lot of things I can't undo,1
"She wanna ride the Rover, told her her Uber was closer, b****, you crazy",0
"Oh, oh, keep you like an oath",1
"Take me out, and take me home",1
I swear that I'm floodin' the city,0
"I'm in my bag, b****, huh",0
I don't know why,0
"Er sieht, wie ich mich",1
"My mama told me never bow your head, woo",0
"Freak out, freak out, freak out, freak out",1
I'll be your excuse (d*** right),1
While I teabag the microphone 'cause I go nuts on it (On it) (Yeah),0
"Yeah, yeah, yeah, yeah, yeah, we paid (Yeah)",0
"Then leave us alone, cause we don't need your policies",1
"Make this pistol blow both ways, I call it Hennessy (Pow!)",0
But she don't know I pray for love,0
Celebrate with the ones we got here,0
Want a strap because I'm war ready (War),0
"Too many opps in here, tell me who you with",0
It's to the point where I love and I hate you,0
"('Cause I've been smoking a lot, and I've been drinking)",1
Sometimes I even stop the smoking when it's time to focus,0
"Oh, I let you down",0
"Swizzy, he the chef, I like my lunch gross",0
"Tori Kelly, Hollow (Remix)",1
"Live it up, you can just go any day now",0
So I just hold my breath,1
I can move mountains,1
Now you got me sayin',1
I got somethin' to give him and if he asks me,0
And I did not come here to play,0
We have no apologies for being...,1
"Hide away, hide away",1
f***in' on her friend I'ma break her back in (Smash),0
"Pull it out, then I tittyf*** (Uh, uh)",0
I'm so mad at you cause now you got me missing you,1
If I could leave this all behind,0
"But, that's all it was",1
"On my mind, on my mind",1
You ain't got me right,1
She used to meet me on the Eastside,1
"Sipping on lean, no Robitussin, oh, yeah, I know you love me",0
"Leave you drunk like a shot of liquor, ain't no chasin' me (On God)",0
"Been livin', I'ma paint the Bentley rose gold",0
"Man, I don't see why they hate me (Huh?)",0
"Hoppin' out the Wraith, esskeetit (Ooh)",0
My dreams are bigger than just being on the rich list,0
When the cannabis combine with the brain,0
"(Mmh, that Lil Top), yeah, mmh, that Lil Top now",0
Let Your light reflect on me,0
I'm in that new new s***,0
And forth with n****s 'cause these n****s be holdin' racks,0
"Oh, is it too late now to say sorry?",1
"Don't mess it up, talking that s***",1
"I started this s***, I'ma finish",0
"Mueve, mami, move it on me (Eh)",1
Block get hot like Takis (On God),0
I feel I'm fading (Yeah),1
You want some more,1
"Love you like I would, like I would",1
The choppa go Oscar for Grammy,1
One last time for Charlamagne,0
'Member we said that we never would switch,0
"Hoppin' on the plane, I'm landin' in the mornin'",0
She kill a whole bottle of some cheap chardonnay,0
"I don't even know where to start, I'm just done",0
You don't even follow me,0
I took that Maybach where the J's at,0
"I get in beefs, my enemies die",0
I feel like new sunglasses,1
"No, no, hell nah",1
"All my n****s out here spinnin', tryna leave a n**** dead",0
"Hola, me llamo Katy",1
Such a long time (Wow),0
But have you ever thought about your impact?,0
Why you wifin' on a flip ho?,0
And I die when I think of you with someone else and,1
And you know you don't want it any other way,1
Maybe tomorrow I won't feel this pain,1
You set me free,1
I just can't believe,1
"And tonight I'm alive, ain't no dollar sign",1
While missin' out on now,0
"No, it's not about luck",1
"I'm not gonna let you make me cry (Ah, nah nah, make me cry)",1
Got enough bullets that could kill your whole camp with me (Rrah),0
"When I was young, I fell in love",1
"Diamonds, they hittin' like water, ooh, starbeam, yeah",0
"Yikes, outta town on consistent flights",0
With every guitar string scar on my hand,1
"Monday through Sunday, yo",0
I was slidin' in the Lamb' with the powerglide (Ayy),0
We gon' get him knocked off,0
"I watch him f*** it up, look at him luckin' up",0
"Tell your man pipe up, n****, pipe up",0
And now I beg to see you dance just one more time,1
Standing with an army,1
We've been on a tragedy for months (So I don't trust),0
"Please advise, it is advised to be advised",0
